,sentence_id,words,labels
1677,9882,mamanta,s
848,9042,ruranata,s
4927,13151,Yuraq,adj.
6284,14525,waqtan,s
8051,16292,kutaspa,v
15412,23653,sutinqa,s
9526,17767,ruranku.,v
5940,14181,Sara,s
899,9093,chayasqaraqchu.,v
6033,14274,ch'isi,adv.
14466,22707,chay,adj.
5167,13399,uywakunatapas,s
12787,21028,"uraykurqani,",v
13232,21473,manach,adv.
12917,21158,ancha,adv.
7933,16174,wawapa,s
13724,21965,kalaminawanpas,s
11215,19456,"munaspachu,",v
10388,18629,qaqa,s
15126,23367,runakunaqa,s
2190,10397,mukin.,v
145,8331,mana,adv.
8769,17010,takiypas.,s
2361,10570,quwarqa.,v
3098,11314,qinawan,s
14128,22369,paqarin,adv.
10243,18484,qaranta,s
5658,8378,piwanpas,pron.
1639,9844,Papa,s
14341,22582,kaspayqa,adv.
8499,16740,tawa,det.
749,8943,runaqa,s
13611,21852,Pilli,s
12728,20969,Huk,adj.
2100,10307,rikurqani.,v
9120,14193,¡qamqa,pron.
6870,15111,Sillustanipi,s
11803,20044,mut'urqun,v
181,8367,maskachkani.,v
12325,20566,chunkamanmi,s
8451,16692,kutachawan,s
14595,22836,kunantaq,adv.
8439,16680,mayllarquna,v
9109,17350,"kikillanmi,",s
10789,19030,qillqanachaykita,s
982,9176,warmataqa,s
8967,17208,sayachispa,v
11416,19657,misata,s
11120,19361,llaqta»,s
1614,9819,llamata,s
13070,21311,paskarquspa,adj.
4895,13119,yapuniku.,v
173,8359,Allqu,s
3843,12065,waqachinku.,v
2030,10237,Maqlla,adj.
8690,16931,asnuchapi,s
9802,18043,quchakunamantaqa,s
2144,10351,miskiyuqta,s
9099,17340,ñawpaq,adv.
7734,15975,wakaqa,s
7493,15734,kusisqa,adv.
14424,22665,rakhuta,adj.
2653,10868,Pisqukuna,s
9177,17418,khankawanqa,s
13126,21367,ch'uñuta,s
3732,11953,kuchim.,s
14606,22847,"kapusqachu,",v
1206,9403,bachata,s
12932,21173,k'aspintapas,s
10956,19197,ayllu,s
2464,10676,pachaykita,s
1043,9237,pachapim,s
10775,19016,"mañaykuway,",v
11645,19886,unuqa,s
15224,23465,Pedro,s
13162,21403,punchutapas,s
5309,13541,Manuel,s
380,8571,hinaykuy.,v
2362,10571,Yanukunanpaq,v
1785,9990,Llapchaykuptiymi,v
4827,13051,tantatawan,s
7383,15624,rimasqan,v
4252,12475,pachanqa,s
1299,9496,qatuman,s
4324,12547,lichinmanta,s
10392,18633,kan,v
2578,10793,pichaykunki.,v
5887,14128,Anti,s
3113,11329,Ama,adv.
9947,18188,saphinqa,s
9761,18002,"allinmi,",adj.
6027,14268,kimsa,det.
1220,9417,Qillqaypiqa,s
14251,22492,Purupa,s
11388,19629,chayraykum,conj.
3336,11554,rapranta,s
4454,12677,waqaychamusun.,v
8853,17094,chakrakunatapas,s
1947,10153,machaqwayqa,s
9491,17732,siraykapuwanchiktaq.,v
7802,16043,Runa,s
9779,15329,chayta,pron.
9392,17633,puqun.,v
8312,16553,yurakunatapas,s
7985,16226,hamun.,v
5604,13845,runaqa,s
10314,18555,llimp'irquy.,v
8738,16979,kancha,s
14997,23238,allpakunapiqa,s
15173,23414,"pinchan,",v
10609,18850,kawsaynintam,s
14697,22938,imasmari:,adv.
14095,22336,hatun,adj.
1397,9601,Karkawan,s
11165,19406,killapi,s
14351,22592,yachaypi,adv.
15222,23463,1535,adj.
11604,19845,Chay,det.
14464,22705,mikhuqkunam.,v
8348,16589,millay,adj.
13072,21313,iskay,adj.
2967,11183,huñunakunanpaq,v
14048,22289,¿maytaq,pron.interrog.
2366,10575,yantata,s
3462,11682,Llamapa,s
13938,22179,chunka,adj.
11779,20020,Qusqu,s
115,8301,sumaqcham,adj.
7615,15856,wayk'ukuspaqa,v
9017,17258,upyaspa,v
4633,12856,Sumaq,adj.
8072,16313,kamurqanki?,v
195,8381,Ama,adv.
11743,19984,Ruphay,s
4519,12742,pacha,s
15087,23328,p'unchawtaq,s
14892,23133,"saqina,",v
7544,15785,tukurquspa,v
14107,22348,yawarnillanta,adj.
3795,12017,yawarniyta,s
13374,21615,Papa,s
7622,15863,masikunamanpas.,s
4186,12409,Kallpayllam,adj.
805,8999,yuraq,adj.
11685,19926,churakun.,v
1775,9980,tukurqun.,v
12942,21183,Paqpaqa,s
12494,20735,pachapi,s
10900,19141,mamaykiqa,s
2880,11096,allinmi,adj.
700,8894,chilchita,s
8650,16891,wisch'unchik.,v
14802,23043,mikhuna,s
7641,15882,hik'ichkan,v
14539,22780,kuchuna,s
14769,23010,allpa,s
13459,21700,phulluta,s
2057,10264,masu,s
2038,10245,maqma,s
2457,10669,Saracha,s
12003,20244,Hat'aquqa,s
6689,14930,ruphamuchkan;,v
88,8274,"mikunachu,",v
13307,21548,chaymi,adv.
4804,13028,punchawmi,s
6534,14775,waqayta,v
8006,16247,chuqi,s
5589,13830,wak,det.
4740,12964,Puyñumanta,s
8894,17135,Kay,det.
1658,9863,Chuqlluta,s
7852,16093,"hunt'am,",adj.
11159,19400,ruraq,s
1310,9507,kachichay,s
4807,13031,yanapana.,v
13199,21440,chakillantachu,s
14155,22396,wasiman,s
56,8242,Yachay_wasinchikta,s
9232,17473,khipuwanmi,v
14704,22945,akaq.,v
5966,14207,Huk,det.
2857,11073,wawata,s
194,8380,amatakuy.,v
12437,20678,Chaytataq,conj.
2706,10921,makipim,s
11820,20061,"rumi,",s
7446,15687,kachiyuq,adj.
15376,23617,allpapi,s
1983,10190,Tuta,s
10026,18267,"llamiykurquni,",v
15063,23304,Lima,s
579,8773,Iskay,adj.
10186,18427,k'irinta,s
8003,16244,confiteshina,s
15058,23299,kanirqunman.,v
6841,15082,yunkaman,s
11132,19373,runaqa,s
1750,9955,Llaklla,adj.
14366,22607,llaqtataqa,s
8988,17229,hayt'arquspa,v
7556,15797,p'uru,s
13001,21242,huk,adj.
12561,20802,yurachataqa,s
2842,11058,allin,adj.
8637,16878,millwa,s
2866,11082,Akuta,s
9813,18054,aychayuqmi.,s
4124,12347,unkutam,s
15519,23760,sulis,s
1719,9924,hampichimuy.,v
12916,21157,nanaypaq,s
3650,11870,suchukusaqmi.,v
9562,17803,chunka,s
5211,13443,kanikuspa,interj.
5767,14008,aqhallapas!,s
13916,22157,rapipi,s
15036,23277,Qatayniyqa,s
7437,15678,Phaspa,adj.
7067,15308,hankumantapas.,s
11520,19761,rakinakuspataq,v
14763,23004,"ismurqunanpaq,",v
13490,21731,upyarqunku;,v
13295,21536,hampinapaqqa,adv.
8532,16773,Ancha,adv.
13423,21664,wawayuq,s
4744,12968,aychanqa,s
5120,13350,ñut'untataq,adj.
10629,18870,machina,s
1060,9254,harawita,s
5526,13765,papata,s
7213,15454,k'ankapa,s
6005,14246,iwkaliptu,s
4985,13211,rikuspa,v
6193,14434,kinuwa,s
2286,10495,qillqa,s
2716,10931,apamusqa.,v
10962,19203,qura,s
6344,14585,ch'ampata,s
12499,20740,allpaman,s
9140,17381,kimsa,det.
6612,14853,t'uqupa,s
9404,17645,ari,adv.
7637,15878,¿Imamantataq,pron.interrog.
1675,9880,warmakunaqa,s
10603,18844,runaqa,s
10307,18548,Kimsa,det.
13972,22213,Ispañamanta,s
8108,16349,Iphu,s
6243,14484,Mana,adv.
2917,11133,qarita,s
2435,10647,papayata,s
7411,15652,chulluchispam,v
14209,22450,sumaqchata,adj.
12111,20352,k'ispiñupaqqa,s
13872,22113,wawaman,s
9269,17510,yarqay,s
3522,11742,ismurquptinqa,v
12915,21156,muqukuna,s
8885,17126,ruranchik.,v
9192,17433,papapas,s
4438,12661,mayukuna,s
14092,22333,qaqakunapi,s
906,9100,chuqu,s
2947,11163,sumaq,adj.
3799,12021,Tiyanata,s
2699,10914,pukyun,s
12846,21087,aychanchikta,s
13022,21263,mikhuykunata,s
3873,12095,Mayupa,s
9152,17393,quykusunki.,v
11887,20128,muyuspalla,v
437,8629,qaqukurquna.,v
13740,21981,Taraqu,s
15428,23669,churiypa,adj.
5639,13880,yachaysapataq,adj.
1906,10112,Iluqasun.,v
6862,15103,p'unchawkuna,s
13302,21543,siminpi,s
5044,13270,t'uqupiqa,s
10778,19019,"¡Wawqicháy,",s
2856,11072,¡Ama,adv.
2993,11209,punchaw,s
13840,22081,punchupaqpas,adv.
5332,13568,runata,s
5875,14116,paqucha,s
14087,22328,yawarnillanta,adj.
15470,23711,Qhuru,adj.
9801,18042,p'unchawpi,s
13181,21422,Huk,adj.
10675,18916,"ruk'anayuq,",s
4205,12428,tarpukusqaqa,s
13382,21623,phinataqa,adj.
6246,14487,"rurutapas,",s
2084,10291,michimusun.,v
9495,17736,puriykachayta,v
8719,16960,puquykunanpaqpas,v
7481,15722,hayllikunata,s
1679,9884,Llumpay,adj.
9174,17415,kikillantam,s
8851,17092,kaqtaq,conj.
9962,18203,qhichinchawan,s
12724,20965,wak,adj.
13328,21569,Patuqa,s
306,8496,Apu,s
1890,10095,warmi,s
1682,9887,kutipakunmi.,v
14791,23032,rawranpaschu.,v
8010,16251,hanaqpi,s
10269,18510,ch'ichi,s
11320,19561,allpapiqa,s
10070,18311,mamaqa,s
11059,19300,Uywa,s
11041,19282,yachachiqkuna.,s
10666,18907,qhatuspaqa,v
5425,13661,unquchkan.,v
12145,20386,puqullantaq.,v
9076,17317,Kay,det.
8295,16536,allin,adj.
3989,12212,apay.,v
1509,9714,kiputa.,s
3692,11913,suni,s
10502,18743,lluqsin?,v
1326,9523,chupinkichik.,v
1407,9611,Ama,adv.
10027,18268,chaymi,conj.
1203,9400,Inkakunaqa,s
3626,11846,pisqu,s
13205,21446,p'achanqa,s
7482,15723,kusisqa,adv.
8022,16263,illariyta,s
9101,17342,karqan;,v
14764,23005,hukkunatataq,adj.
5468,13704,aychaqa,s
3527,11747,sapsa,adj.
13376,21617,k'ichunapaq,adv.
6545,14786,yachayniyuqmi,adj.
9812,18053,hatun,adj.
7378,15619,Hawapiqa,adv.
11519,19760,aruwanpi,s
9775,18016,kutipakuyqa,s
5252,13484,runatataq,s
4586,12809,¡Wayllaman,s
10610,18851,pisiyachin.,v
11303,19544,manam,adv.
2904,11120,kasqa.,v
6806,15047,waqaychayta,s
5543,13782,millayta,adv.
13011,21252,kuska,adv.
10875,19116,Wawaqa,s
4925,13149,ritihinam,adj.
91,8277,hapikun.,v
8343,16584,Mana,adv.
3700,11921,Asnu,s
6201,14442,qapariptinqa,v
1825,10030,kiychikchu.,v
6541,14782,qallarin.,v
5627,13868,awkikunaqa,s
7877,16118,killa,s
8099,16340,tarpusqa,adj.
9283,17524,Khuchichataqa,s
7530,15771,runakunaqa,s
7913,16154,(simipi,s
12623,20864,kay,adj.
7089,15330,qhunaspataq,v
14762,23003,utqaylla,adj.
6508,14749,anchata,adv.
1716,9921,rikukun.,v
4709,12932,wira,s
11461,19702,kikin,s
5025,13251,mana,adv.
14481,22722,k'urpakunata,s
7515,15756,kusisqa,adv.
6459,14700,hamuspapas,v
5551,13790,asnu,s
7488,15729,tukuspapas,v
14563,22804,huk,adj.
3618,11838,runam.,s
9169,17410,allintam,adv.
3815,12037,Taparakuhina,s
1032,9226,amawtawan,s
12470,20711,kutatapas,s
4903,13127,sinchita,adj.
1157,9352,llapa,adj. indefinido
5026,13252,ruphaykuwananpaqqa,v
14761,23002,hukkunata,adj.
3740,11961,uywata,s
6755,14996,Mamayqa,s
13992,22233,k'ankapas,s
12666,20907,urqu,s
8371,16612,lawachawanmi,s
6737,14978,llaqtakunapi,s
10435,18676,ama,adv.
1233,9430,rinku.,v
5091,13318,allin.,adj.
4907,13131,sinchita,adj.
14286,22527,qaraykuwanku.,v
300,8490,Aylluqa,s
8408,16649,ña,adv.
7412,15653,wayk'ukuna.,v
6017,14258,qhunataqa,s
2692,10907,allinta,adj.
11355,19596,aswanpas,adv.
875,9069,kaptinqa,v
11934,20175,¿Kay,det.
10118,18359,chayqa,conj.
8209,16450,Mana,adv.
17,25709,ñuqanchikpa,pron.
15171,23412,chakman,v
9415,17656,Kuchuq,adj.
8628,16869,misk'itaraq,adv.
11036,19277,Masiykunaqa,s
7907,16148,huñunakunqa.,v
7061,15302,ch'uñumantapas,s
9334,17575,misk'i,adj.
13787,22028,ari,adv.
1686,9891,Ukucham,s
158,8344,Kay,det.
14956,23197,qarantillanta,adv.
6277,14518,huk,det.
5603,13844,Chay,det.
11647,19888,wiksa,s
3385,11604,riqsinim.,v
457,8651,wasiman,s
9966,18207,simipi,s
9875,18116,tutakunapiqa,s
14569,22810,mana,adv.
4776,13000,yachan,v
12418,20659,kachiyuq,adj.
6234,14475,unutapas,s
5723,13964,hampinapaqmi,v
12611,20852,Qachin,s
14655,22896,chaypi,adv.
3846,12068,miskikullanmi.,adj.
4065,12288,kachkan.,v
12006,20247,wiñaykusqa.,v
7354,15595,qapariqta,v
2014,10221,waqtarqun.,v
8185,16426,mayllarquspalla,v
12740,20981,Huk,adj.
9049,13920,Ñuqaqa,pron.
12416,20657,p'uchquyarqunmi.,v
11204,19445,runtupa,s
15001,23242,watapi,s
8868,17109,kanikun.,v
8495,16736,k'uchuyuqmi.,s
2838,11054,sumirunpi,s
8259,16500,millay,adj.
4763,12987,witurqusqankichik.,v
10419,18660,wiñarqunqa.,v
6261,14502,nanaypas,s
6222,14463,¡llikllawan,s
9949,18190,unquymanta,s
12387,20628,tusunku.,v
14396,22637,mankakuna,s
9501,17742,mana,adv.
1374,9578,masinta,adj.
7501,15742,huqariyta,s
7315,15556,Harwisqa,adj.
13894,22135,isqunniyuq,adj.
13451,21692,phukumun;,v
3862,12084,tawnanqa,s
7210,15451,wañusqakunata,s
10942,19183,kan,v
9249,17490,inkakunaqa,s
12854,21095,Kamaqqa,s
14321,22562,Quito,s
4309,12532,qari,s
13694,21935,P'unchaw,s
1530,9735,mituwan,s
6595,14836,ch'aki,adj.
6149,14390,allinmi.,adj.
13404,21645,allintaqa,adj.
7922,16163,k'iri),s
13768,22009,sutiyuq.,adj.
9638,17879,ruranapaqqa,v
4595,12818,wichiykurqa.,v
11185,19426,Watanáy,s
3622,11842,Sirkanta,s
1844,10049,qumirwan,adj.
11609,19850,wañusqa.,v
7389,15630,yaykuykamuy.,v
12065,20306,rurakullanmi,v
10728,18969,Carmenqa,s
6965,15206,rutuspaqa,v
12993,21234,mana,adv.
5241,13473,Watukuq,v
8230,16471,k'achay,adj.
7126,15367,q'ipichaykun.,v
9512,17753,Phiñakuptinchikqa,v
11882,20123,¿Imas,pron.interrog.
11087,19328,Uwiha,s
3571,11791,manam,adv.
11011,19252,pinchasqantam,v
5544,13783,asnan.,v
5170,13402,Pacha,s
15195,23436,ukhupi,adv.
11315,19556,aswan,adv.
6981,15222,Wayna,adj.
11492,19733,much'aykunku.,v
11373,19614,mink'api,s
13947,22188,p'unchaw,s
1201,9398,imaynaraq,adv.
6774,15015,aruwitapas,s
7443,15684,Phaspa,adj.
10560,18801,sut'uykachispa,v
9724,17965,p'ukuchapi,s
14811,23052,"wayaqachakunapi,",s
2722,10937,rantikuway.,v
7408,15649,tarpuna.,v
1366,9569,kamachichkan.,v
12193,20434,Ch'aki,adj.
10860,19101,Wawa,s
6245,14486,siwara,s
11769,20010,ancha,adv.
9185,17426,papapas,s
8748,16989,kancha,s
3169,11385,qatanapaq,v
5840,14081,kaqtaqmi,v
1953,10159,warmikuna,s
11726,19967,Chay,det.
4984,13210,achikyayninta,s
37,28149,ñuqapa,pron.
8379,16620,k'atapas,s
270,8460,kachukunchu.,v
2223,10432,Ilamkananchikpaq.,v
7964,16205,hutk'ukunapi,s
7976,16217,takinchikpas,v
9867,18108,hamp'atuhinaraqmi,s
9844,18085,Wawakunaqa,s
4291,12514,tantaykita,s
15328,23569,wawapa,s
10527,18768,kuskayachinkutaq,v
1084,9278,Warmiqa,s
12180,20421,patapi,s
11246,19487,Mikhunaymi,s
7289,15530,makintinraq,s
11574,19815,aqhapaq,s
10009,18250,imatapas,s
366,8557,punchaw,s
3260,11478,wiñarqamun.,v
10190,18431,k'irinta,s
1237,9434,rinku.,v
14059,22300,wawaqa,s
14170,22411,huk,adj.
5657,13898,"wakchayachiwasunchikpas,",v
5381,13617,allin,adj.
15208,23449,qhatakunapiqa,adv.
15202,23443,Pedro,s
1217,9414,yachachiq,s
14154,22395,chay,adj.
3928,12150,Kuchi,s
14461,22702,runaqa,s
3314,11532,Ranrallañam,adj.
1864,10069,hampiruyman.,v
10127,18368,ch'uyayachin.,v
12928,21169,misk'ita,adj.
3982,12205,Tuqurupi,s
7192,11442,Kikinkupura,pron.
8796,17037,mayukunatapas,s
14184,22425,yupaychasqa,adv.
15503,23744,"kachkanman,",v
8397,16638,Millay,adj.
8850,17091,"wichq'anchik,",v
13441,21682,phukunawan,s
10497,18738,chunka,s
10561,18802,Kawillaka,s
13424,21665,mamaqa,s
6235,14476,ch'uya,adj.
12925,21166,rapinkunamantaqa,s
123,8309,Markuscha.,s
370,8561,Askankupa,s
13695,21936,paraptinqa,s
10811,19052,wawakunaqa,s
339,8530,Aquta,s
3824,12046,Masinta,s
14415,22656,rakhu,adj.
8683,16924,machaspa,v
7746,15987,rimaykukuq,adj.
2280,10489,¡Machitita,s
7870,16111,killa,s
8831,17072,allpamanta,s
12373,20614,p'unchaw,s
12974,21215,icha,adv.
7204,11462,Payqa,pron.
5237,13469,runatataq,s
3758,11979,pusunta,s
4872,13096,Qari,s
1006,9200,runtumanta,s
6361,14602,"chakrayuq,",s
12421,20662,Kawsachkaq,adj.
12378,20619,tusunku.,v
5678,13919,Mamani.,s
14779,23020,hamun.,v
8813,17054,hawastapas,s
3789,12011,Tankaqa,s
9789,18030,paraspa,v
6778,15019,mikhuyqa,s
3779,12000,takinku.,v
11920,20161,kunkanta,s
957,9151,wisimuy.,v
12288,20529,iskay,det.
15468,23709,millayta,adv.
794,8988,sapa,det.
9593,17834,Uyarina,v
8497,16738,puytu,s
13619,21860,mikhunku.,v
2660,10875,millwa,s
7766,16007,hucham.,adj.
10504,18745,"kaymanta,",s
8755,16996,yachana,s
14993,23234,chaymi,adv.
13967,22208,pukllan.,v
4456,12679,waqaychamusun.,v
8249,16490,Qharikunapa,s
5075,13302,ch'akiwan,v
8692,16933,wawachanta,s
8512,16753,wawaqa,s
6381,14622,watukuqmi,v
9467,17708,hak'uqa,s
8962,17203,qara,s
12158,20399,"t'ikamun,",v
11455,19696,kasqaku.,v
4038,12261,Runaqa,s
6919,15160,p'unchawkunapi,s
13560,21801,taytanchiksi,s
1918,10124,manam,adv.
6397,14638,quchapiqa,s
8137,16378,rurakullanmi,v
1412,9616,mamanchiktaqa,s
4926,13150,yuraqyamun.,v
4912,13136,yupaychanku,v
12908,21149,llullu,adj.
517,8711,chakatakurquspa,v
15350,23591,huk,adj.
669,8863,aychallatam,s
2101,10308,Uqu,adj.
3181,11397,yakupi,s
8521,16762,Ancha,adv.
1757,9962,Llama,s
2641,10856,Tukuy,adj.
702,8896,Wasi,s
9354,17595,ruraqninkunataqa,s
9733,17974,mulinullapi,s
11402,19643,huk,det.
3781,12003,Iluqi,s
1197,9394,wiñachirqa.,v
11181,19422,Asnapataqa,s
5463,13699,Apu,adj.
4810,13034,tayta,s
5594,13835,atiparquykim.,v
13085,21326,siranki.,v
8242,16483,k'akinpiqa,s
11935,20176,ñanri,s
4129,12352,Warmachaqa,s
3613,11833,siquynin,s
11917,20158,takaspa,v
7224,15465,muyuchinchikpas.,v
8048,16289,ch'akichispapas,v
9605,17846,unquykunapaq,s
11039,19280,llaqtakunapi,s
2881,11097,ruru,s
4623,12846,Lima,s
3916,12138,ñawpa,adv.
7138,15379,qhulla,adj.
1590,9795,kulluta,s
15009,23250,junio,s
9165,17406,rikhurimun.,v
3878,12100,Yaku,s
14374,22615,mana,adv.
12591,20832,ñut'u,adj.
4470,12693,waqra,s
7555,15796,hisp'ay,s
7561,15802,"hayt'anachu,",v
4580,12803,waranta,s
14914,23155,qaparichiq,v
3064,11280,qillinku.,v
8626,16867,ruphaypi,s
1793,9998,tumpata,adj.
3481,11701,wirayananpaq,v
10912,19153,Maqt'akunaqa,s
6323,14564,huk,det.
10813,19054,manchakun.,v
15100,23341,qaywisqa,adj.
448,8641,runaqa,s
7152,15393,yana,adj.
9723,17964,kay,det.
1435,9639,kawsan,v
14057,22298,nispa.,v
1992,10199,patachiqa,s
10513,18754,pirqataqa,s
2515,10730,wiksa,s
1047,9241,Hanllapakuywan,s
12242,20483,chaytam,conj.
4521,12744,muyun.,v
5783,14024,ch'allarikuyku.,v
4511,12734,Waskawan,s
7484,15725,Ñawpa,adj.
9055,17296,sirasqam.,adj.
8472,16713,atikun.,v
6071,14312,qhari,s
10533,18774,kuskayachinkutaq,v
7031,15272,kaqtaq,conj.
1671,9876,takinid.,v
14688,22929,"warayuq,",s
394,8586,maqtataqa,s
14052,22293,kutichisqa:,v
4732,12956,chisi,s
13052,21293,Sarata,s
6226,14467,¡llikllawan,s
13381,21622,Papa,s
7,23495,paykunataq,pron.
7255,15496,yachay,v
11374,17354,«Kayllatapas,pron.
2297,10506,Ñawsa,adj.
12146,20387,Ñawpaq,adv.
6820,15061,sarapa,s
1267,9464,richkan.,v
14710,22951,imasmari:,adv.
2024,10231,yanqapuniqa,adj.
9952,18193,liqiqa,s
1587,9792,kullku,s
8697,16938,q'umir,adj.
13789,22030,pisillam,adv.
340,8531,huñukusun,v
1372,9576,nisyutam,adj.
2601,10816,masinchikta,s
10620,18861,nillankutaq.,v
7174,15415,allinta,adv.
12428,20669,huk,det.
1889,10094,Ilulla,adj.
4822,13046,rupan.,v
2167,10374,miyuta,s
14194,22435,imata,adv.
11435,19676,Chay,det.
6553,14794,watyaqa,s
9470,17711,rurutaqa,s
5811,14052,trigo,s
9963,18204,llimp'inku.,v
7945,16186,Kinuwataqa,s
14695,22936,paqpa.,s
1150,9345,kuchinillata,s
1066,9260,iskay,num
5324,13557,kaypi,adv.
2974,11190,qayakun.,v
1316,9513,kachukusun.,v
7347,15588,pichqa,det.
1,21411,qamchu;,pron.
317,8507,upyaykusun.,v
13623,21864,hayaq,adj.
4512,12735,liyaspa,v
5868,14109,paqucha,s
4640,12863,willapaykun.,v
3420,11639,Achka,adj.
11243,19484,ima,pron.interrog.
4144,12367,kan.,v
10090,18331,yuyaychananchik.,v
6050,14291,Sipasqa,s
1818,10023,awan,s
7540,15781,wayq'u,s
1010,9204,hampikuqtam,s
4302,12525,kuchikunanta,s
14601,22842,Qhipallamanmi,adv.
7251,15492,hap'iqmi,v
14580,22821,warkusqa,adj.
10357,18598,rupha,s
14021,22262,pukyupiqa,s
12297,20538,uywakunapa,s
9568,17809,chunka,s
15316,23557,kachichayuqta,adj.
12427,20668,wakatapas,s
6157,14398,raymi,s
14786,23027,Q'umir,adj.
4602,12825,warmakuna,s
926,9120,churita,s
11197,19438,"maywin,",v
5673,13914,aychaqa,s
6962,15203,aysakuyniyuqmi.,s
14463,22704,misk'i,adj.
9502,17743,puriykachayta,v
3264,11482,quraysimuway.,v
8433,16674,apukunamanta,s
12468,20709,mikhunchikpas,v
972,9166,qukunchu.,v
5270,13502,Hatun,adj.
11133,19374,kasqa.,v
15014,23255,añuta,s
15515,23756,mamay,s
12224,20465,phawaqkuna,s
10607,18848,machaq,adj.
11175,19416,thuparispam,v
13617,21858,lichuhastahinaraq,adj.
9829,18070,Kay,det.
6635,14876,Sasawi,s
3,22528,Ñuqaykutaq,pron.
6741,14982,kunanqa,adv.
10911,19152,hich'anku.,v
7970,16211,hutk'ukunapi,s
14718,22959,¿Imas,pron.interrog.
3538,11758,rikchaq,adj.
7447,15688,mantikillawan,s
13832,22073,warmilla,s
9408,17649,añasmantapas,s
12166,20407,Mana,adv.
2177,10384,muchunqa,s
14240,22481,purichkanña.,v
5833,14074,takarquymi.,s
13868,22109,pichqa,adj.
13979,22220,"pukúy,",s
8930,17171,Limakamaqa,s
2644,10859,pisipasqam,adj.
916,9110,churita,s
2345,10554,qanrachachkanchik,v
7519,15760,runakunaqa,s
1713,9918,lirpupim,s
11421,19662,Chay,det.
3025,11241,amachan.,v
9753,17994,"ayninakunku,",v
2201,10408,Muquymi,s
3839,12061,kachkan.,v
10754,18995,suqtayuq,det.
2605,10820,kaqkuna,s
853,9047,Uywakunaqa,s
4431,12654,wapsihinam,s
5015,13241,apamunku.,v
11127,19368,wasi?.,s
3819,12041,saratam,s
12532,20773,pachantin.,s
6787,15028,ñawpaqta,adv.
5077,13304,wañurqun.,v
4501,12724,Uchuy,adj.
14182,22423,imapas,adv.
12139,20380,tarpusqa,adj.
5962,14203,q'umir,adj.
415,8607,atipayta,v
8886,17127,Kay,det.
1249,9446,Yachay,s
1034,9228,hamuchkan.,v
2897,11113,qaracha,s
1553,9758,kituy.,v
365,8556,sapa,det.
9828,18069,kuyurinchu.,v
9328,17569,ruruchanmi.,s
11088,19329,aychataqa,s
3575,11795,warmiqa,s
1800,10005,Chitanchik,s
8089,16330,kan.,v
6171,14412,wayrata,s
13686,21927,"hurquqku,",v
3519,11739,urpi,s
676,8870,chawpinqa!,s
14241,22482,Wata,s
14737,22978,allpakunapiqa,s
3212,11428,punchawmi,s
12972,21213,¡Yuyayniykipichu,adv.
7293,15534,hampunayqa,s
2903,11119,sasam,adj.
7064,15305,kinuwamantapas,s
14982,23223,Hawa,adj.
15225,23466,Pizarro,s
796,8990,taqsakuwaq.,v
375,8566,sumaq,adj.
4356,12579,warmikunapaq,s
3159,11375,patata,s
12615,20856,p'unchawkunapi,s
9627,17868,Chaka,s
4323,12546,Wakapa,s
12717,20958,nin,v
10721,18962,rantimusqa.,v
11280,19521,wawakunaqa,s
511,8705,yaqalla,adv.
2870,11086,Runapa,s
141,8327,Runakunapa,s
882,9076,yanukusun,v
9181,17422,sumaqtam,adv.
5318,13550,sunquyuqpuni.,adj.
6928,15169,pallayniyuq,s
2595,10810,kanchan.,v
4639,12862,mamayta,s
5694,13935,aypachinki.,v
5974,14215,chay,det.
14660,22901,umispa,adv.
5578,13819,"kasqa,",v
3484,11704,Sallqa,s
13529,21770,"pichananchik,",v
15337,23578,huk'uchapa,s
6768,15009,chirawpi,s
10481,18722,tarikun.,v
11400,19641,Iskay,det.
2442,10654,Kay,adj.
4216,12439,usamanta,s
12522,20763,pachantin. ,s
3825,12047,wasanpi,s
15080,23321,uñachakuna,s
1382,9586,Chitapa,s
5703,13944,mamamanmi,s
5800,14041,Apuman,s
11406,19647,mirapuwan.,v
4346,12569,luku,adj.
7609,15850,"haywarina,",v
13769,22010,Ch'uñutapas,s
6143,14384,Inti,s
15453,23694,«llullakusqankuna,adj.
1569,9774,Allichananpaq,v
12274,20515,puñuspapas,v
13053,21294,hamk'aspapas,adv.
6153,14394,"ch'uñumari,",s
4649,12872,Siwara,s
1478,9683,Killa,s
4162,12385,punchawkunapi,s
10540,18781,lluchk'ayachinkutaq.,v
15487,23728,manaraqmi,adv.
4900,13124,yupaychanku,v
2589,10804,pawaykachachkan.,v
99,8285,Manam,adv.
1279,9476,allichanku.,v
6901,15142,"tukun,",v
10779,19020,qillqanachaykita,s
5781,14022,Awsanqati,adv.
630,8824,yurata,s
1927,10133,Ilusikuchkan.,v
13155,21396,Llikllatapas,s
13520,21761,kay,adj.
10088,18329,kaspa,v
13706,21947,huch'uy,adj.
4758,12982,manam,adv.
2844,11060,wawakuna,s
3931,12153,tuksinku.,v
5218,13450,chayqa,adj.
12436,20677,atipunchu.,v
7381,15622,yaykuykamuy.,v
9121,17362,khachuykuychik»,v
9883,18124,laq'akusunmanmi.,v
13470,21711,raprankunapi,s
4458,12681,waqranqa,s
10798,19039,ayqichin.,v
3512,11732,Mitu,s
14990,23231,qaraywa,s
2941,11157,qatqi,adj.
9678,17919,Q'aytutaqa,s
10715,18956,wasinchikpiqa,s
